Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173415.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_25121710416469499.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096451.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1970393579944384.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1055599904916709.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173398.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_598838081720551019.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954856264036.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848163156.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_113434484355803182.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848480984.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173602.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954849133312.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847683332.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847624199.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_870461434361136112.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847513000.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1970393572129471.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847719740.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334204079409.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1079315866939436957.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173414.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173400.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_68747417382.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334203987126.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_4644405857646144.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_84653668200149073.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_595882594480292289.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848809718.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647261989.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173548.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954853847557.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646492754.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_40602834135878830.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096726.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374610.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847623966.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_370350769361302725.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009643.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_8022105579565297.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954851240250.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_45458277482972181.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_644366659205693589.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848808990.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647268598.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_52284045666945044.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_908249449848823078.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647503189.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009647.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847755604.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_599049187934427880.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009653.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848738090.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334203883740.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_407294360024573258.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954857756771.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_600245456605381830.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646492750.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647261972.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954862200676.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918350.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848841189.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855215952.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954860896126.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954849026445.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954857756573.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173558.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847539216.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_7388786877845092.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646492624.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848892272.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_645633296608740972.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847538732.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_591308626102427759.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173404.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_68745193346.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374562.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647268611.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173438.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334204079357.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_9781324184050425.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855559452.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847540312.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_804455552206235857.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847463520.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848480980.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374774.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847463534.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855549696.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954849100904.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954857756604.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1064468061943297623.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_370491506827387965.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096441.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173439.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096694.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334203889668.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847996647.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954849069233.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173388.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334204079381.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954849026444.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_637329784800367457.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647261967.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009646.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647503188.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918392.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848946383.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374615.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647270467.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848808946.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647374601.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918386.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847623963.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847540273.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_988399449461104640.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954860559678.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_655273814550966335.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_321022279703893594.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847540259.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847540517.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847512537.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848014246.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_370491506819607239.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847540265.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_890798001274569960.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_635922409894358577.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861971871.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009650.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_579627414555380832.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847623949.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954851891586.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009644.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_588916088792653139.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848575103.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847962667.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_793618765582857242.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646492627.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1017180265812136520.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646492633.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855600211.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334204079397.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954862065653.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334212245330.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918233.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334203887109.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_305611524732481571.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847463721.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173407.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319755642306751649.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_3237030969290307.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173361.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954850625854.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954856264030.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173605.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847540488.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954857756606.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847113569.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1477812358799211.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855549681.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334212235371.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_515802963584562580.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954857756607.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045646492632.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954851149619.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954861918464.m4v,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173360.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855559478.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647268613.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_985231161086863.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_31736372365370665.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_336855247144091779.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847463720.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173374.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1105774514752173412.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954855611692.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848892264.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_115123334203883540.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954847624014.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_644648134151438914.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647261970.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954848096708.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_110760472080062144.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009645.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_430516045647009651.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_1109785533151993632.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_319051954851515232.jpg,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_708050372691702319.png,sad-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/sad-face/pinterest_288371182408585906.gif,sad-face
